MINISTERUL AFACERILOR INTERNE,,,,,,,,TOTAL,,,,,
DIRECTIA REGIM PERMISE DE CONDUCERE SI INMATRICULARE A VEHICULELOR,,,,,,,,,,,,,
PARC AUTO LA 31.12.2019,,,,,,,,,,,,,
CATEGORIA DE FOLOSINTA,Numar,Vechime (ani),,,,,,Carburant,,Vechime (ani),,,
,,0--2,3--5,6--10,11--15,16--20,>20,Motorina,Benzina,0--4,5--8,9--12,peste 12
   model nespecificat,58,0,0,0,0,0,58,58,0,0,0,0,58
 total marca MAGMA,1,0,0,0,1,0,0,1,0,0,0,0,1
   model ALFINE,1,0,0,0,1,0,0,1,0,0,0,0,1
 total marca MAHINDRA,1,0,1,0,0,0,0,1,0,0,1,0,0
   model GOA,1,0,1,0,0,0,0,1,0,0,1,0,0
 total marca MAN,2763,108,149,436,554,660,856,2763,0,207,271,463,1822
   model 10.163,3,0,0,0,0,0,3,3,0,0,0,0,3
   model 10CFF2,5,0,0,0,5,0,0,5,0,0,0,5,0
   model 12.152,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 12.180 TGL,1,0,0,0,1,0,0,1,0,0,0,0,1
   model 12.192,2,0,0,0,0,0,2,2,0,0,0,0,2
   model 12.224,3,0,0,0,0,0,3,3,0,0,0,0,3
   model 12.240,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 14.162,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 14.224,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 14.264,3,0,0,0,0,0,3,3,0,0,0,0,3
   model 14.284,2,0,0,0,0,2,0,2,0,0,0,0,2
   model 15.225,1,0,0,0,0,1,0,1,0,0,0,0,1
   model 15.264,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 16.230,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 17.272,1,0,0,0,0,0,1,1,0,0,0,0,1
"   model 18,255",1,0,0,0,0,1,0,1,0,0,0,0,1
   model 18.220,1,0,0,0,1,0,0,1,0,0,0,0,1
   model 18.224,3,0,0,0,0,1,2,3,0,0,0,0,3
   model 18.224 SILENT,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 18.225,1,0,0,0,0,1,0,1,0,0,0,0,1
   model 18.232,2,0,0,0,0,0,2,2,0,0,0,0,2
   model 18.264,4,0,0,0,0,0,4,4,0,0,0,0,4
   model 18.272,2,0,0,0,0,0,2,2,0,0,0,0,2
   model 18.284,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 18.372,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 18186,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 18192,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 18310,5,0,0,0,5,0,0,5,0,0,0,0,5
   model 18LL,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 19.272,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 19.293,2,0,0,0,0,0,2,2,0,0,0,0,2
   model 19.342,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 19.343,2,0,0,0,0,0,2,2,0,0,0,0,2
   model 19.403,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 19.464,1,0,0,0,0,1,0,1,0,0,0,0,1
   model 22240,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 24.222,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 24.232,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 24.272,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 24.322,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 25.224,2,0,0,0,0,2,0,2,0,0,0,0,2
   model 25.272,3,0,0,0,0,0,3,3,0,0,0,0,3
   model 25.372,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 25320,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 26.224,2,0,0,0,0,2,0,2,0,0,0,0,2
   model 26.264 SILENT,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 26.280,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 26.284,1,0,0,0,0,1,0,1,0,0,0,0,1
   model 26.285,1,0,0,0,0,1,0,1,0,0,0,0,1
   model 26.293,4,0,0,0,0,0,4,4,0,0,0,0,4
   model 26.293 SILENT,2,0,0,0,0,0,2,2,0,0,0,0,2
   model 26.302,2,0,0,0,0,0,2,2,0,0,0,0,2
   model 26.304,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 26.314,3,0,0,0,0,3,0,3,0,0,0,0,3
   model 26.320,1,0,0,0,1,0,0,1,0,0,0,1,0
   model 26.322,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 26.322 DF,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 26.364,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 26.372,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 26.402,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 26.464,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 26360,1,0,0,0,1,0,0,1,0,0,0,0,1
   model 26CFF2,2,0,0,2,0,0,0,2,0,0,0,2,0
   model 27.364,1,0,0,0,0,1,0,1,0,0,0,0,1
   model 27.403,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 27.414,1,0,0,0,0,1,0,1,0,0,0,0,1
   model 28 364,1,0,0,0,0,1,0,1,0,0,0,0,1
   model 28.314 FNLC,1,0,0,0,0,1,0,1,0,0,0,0,1
   model 28.314FNLC,1,0,0,0,0,1,0,1,0,0,0,0,1
   model 28314,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 32.322,2,0,0,0,0,0,2,2,0,0,0,0,2
   model 33.403 DF,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 33.463,2,0,0,0,0,2,0,2,0,0,0,0,2
   model 35373 SILENT,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 35430,1,0,0,0,1,0,0,1,0,0,0,0,1
   model 4X2BB,5,0,0,1,4,0,0,5,0,0,1,1,3
   model 4X2BL,2,0,0,1,1,0,0,2,0,0,0,2,0
   model 4X2LL,1,0,0,0,1,0,0,1,0,0,0,1,0
   model 4X4BB,1,0,0,0,1,0,0,1,0,0,0,1,0
   model 6X2,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 6X2-2BL,1,0,0,0,1,0,0,1,0,0,0,0,1
   model 6X4 BB,1,0,0,1,0,0,0,1,0,0,0,1,0
   model 6X4BB,13,0,0,0,13,0,0,13,0,0,0,4,9
   model 8.153,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 8.163,28,0,0,0,0,8,20,28,0,0,0,0,28
   model 8.174,4,0,0,0,0,4,0,4,0,0,0,0,4
   model 8.180,1,0,0,0,1,0,0,1,0,0,0,0,1
   model 8.185 LC,1,0,0,0,0,1,0,1,0,0,0,0,1
   model 8.185LC,2,0,0,0,2,0,0,2,0,0,0,0,2
   model 8150,5,0,0,0,5,0,0,5,0,0,0,0,5
   model 8153,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 8180,1,0,0,0,1,0,0,1,0,0,0,0,1
   model 9.153,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 9.163 LC,1,0,0,0,0,0,1,1,0,0,0,0,1
   model BERKHOF EXC 3000,1,0,0,0,0,1,0,1,0,0,0,0,1
   model CARL METZ TLF 16-SA,1,0,0,0,0,0,1,1,0,0,0,0,1
   model CKD AD-20,1,0,0,0,1,0,0,1,0,0,0,0,1
   model DYPARRO 95T,1,0,0,0,1,0,0,1,0,0,0,1,0
   model EMI TECHNO,1,0,0,0,1,0,0,1,0,0,0,0,1
   model FE 26.310,3,0,0,0,0,3,0,3,0,0,0,0,3
   model FE 28.310,1,0,0,0,0,1,0,1,0,0,0,0,1
   model FE 310 A,1,0,0,0,0,1,0,1,0,0,0,0,1
   model FE 310A,2,0,0,0,0,2,0,2,0,0,0,0,2
   model FE 360A,1,0,0,0,0,1,0,1,0,0,0,0,1
   model FE 410 A,2,0,0,0,0,2,0,2,0,0,0,0,2
   model FE 410A,1,0,0,0,0,1,0,1,0,0,0,0,1
   model FE 460A,1,0,0,0,0,1,0,1,0,0,0,0,1
   model FE26.360,1,0,0,0,0,1,0,1,0,0,0,0,1
   model FE310 A,1,0,0,0,0,1,0,1,0,0,0,0,1
   model FE310A,3,0,0,0,0,3,0,3,0,0,0,0,3
   model FE360A,1,0,0,0,0,1,0,1,0,0,0,0,1
   model FE410A,2,0,0,0,0,2,0,2,0,0,0,0,2
   model FE460,1,0,0,0,0,1,0,1,0,0,0,0,1
   model FL 490,1,0,0,0,0,0,1,1,0,0,0,0,1
   model L 2000,8,0,0,0,0,1,7,8,0,0,0,0,8
   model L 2000 LE,1,0,0,0,0,0,1,1,0,0,0,0,1
   model L2000,11,0,0,0,0,5,6,11,0,0,0,0,11
   model LE,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE 10.220,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE 10.250,1,0,0,0,1,0,0,1,0,0,0,0,1
   model LE 12.180,3,0,0,0,2,1,0,3,0,0,0,0,3
   model LE 12.200,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE 12.220,8,0,0,0,0,8,0,8,0,0,0,0,8
   model LE 12.225,2,0,0,0,0,2,0,2,0,0,0,0,2
   model LE 12.280,2,0,0,0,0,2,0,2,0,0,0,0,2
   model LE 14.220,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE 14.280,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE 140C,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE 15.220,3,0,0,0,1,2,0,3,0,0,0,0,3
   model LE 15.280,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE 160,1,0,0,0,0,0,1,1,0,0,0,0,1
   model LE 160 C,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE 160C,2,0,0,0,0,2,0,2,0,0,0,0,2
   model LE 180 C,17,0,0,0,0,17,0,17,0,0,0,0,17
   model LE 180C,14,0,0,0,0,14,0,14,0,0,0,0,14
   model LE 180C L2000,1,0,0,0,1,0,0,1,0,0,0,0,1
   model LE 220 B,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE 220 C,2,0,0,0,0,1,1,2,0,0,0,0,2
   model LE 220B,3,0,0,0,0,3,0,3,0,0,0,0,3
   model LE 220C,2,0,0,0,0,2,0,2,0,0,0,0,2
   model LE 280 B,3,0,0,0,0,3,0,3,0,0,0,0,3
   model LE 280 E,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE 280B,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE 8.140,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE 8.150,1,0,0,0,1,0,0,1,0,0,0,0,1
   model LE 8.180,9,0,0,0,0,9,0,9,0,0,0,0,9
   model LE 8.220,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE 8180,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE 9.220,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE10.180,1,0,0,0,0,1,0,1,0,0,0,0,1
"   model LE12,250",1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE12.180,5,0,0,0,2,3,0,5,0,0,0,0,5
   model LE12.220,3,0,0,0,0,3,0,3,0,0,0,0,3
   model LE14.220,1,0,0,0,1,0,0,1,0,0,0,0,1
   model LE140C,12,0,0,0,1,11,0,12,0,0,0,0,12
   model LE15.220,1,0,0,0,1,0,0,1,0,0,0,0,1
   model LE15220,4,0,0,0,4,0,0,4,0,0,0,0,4
   model LE160B,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE18.220,4,1,0,0,0,3,0,4,0,1,0,0,3
   model LE18.280,2,0,0,0,0,2,0,2,0,0,0,0,2
   model LE180,5,0,0,0,0,5,0,5,0,0,0,0,5
   model LE180C,67,0,0,0,1,66,0,67,0,0,0,0,67
   model LE18285,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE220,3,0,0,0,0,3,0,3,0,0,0,0,3
   model LE220 C,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE220B,4,0,0,0,0,4,0,4,0,0,0,0,4
   model LE220C,13,0,0,0,0,13,0,13,0,0,0,0,13
   model LE250B,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE280,1,0,0,0,1,0,0,1,0,0,0,0,1
   model LE280B,10,0,0,0,0,10,0,10,0,0,0,0,10
   model LE8.140,3,0,0,0,0,3,0,3,0,0,0,0,3
   model LE8.180,7,0,0,0,3,4,0,7,0,0,0,0,7
   model LE8.220,2,0,0,0,0,2,0,2,0,0,0,0,2
   model LE8180,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LE9.220,1,0,0,0,0,1,0,1,0,0,0,0,1
   model LLC 8185,1,0,0,0,0,1,0,1,0,0,0,0,1
   model MAN 14.264MLC,1,0,0,0,0,0,1,1,0,0,0,0,1
   model ME 14.220,1,0,0,0,0,1,0,1,0,0,0,0,1
   model ME 14.280,2,0,0,0,0,2,0,2,0,0,0,0,2
   model ME 14250,1,0,0,0,0,1,0,1,0,0,0,0,1
   model ME 18.280,2,0,0,0,0,2,0,2,0,0,0,0,2
   model ME 220B,1,0,0,0,0,1,0,1,0,0,0,0,1
   model ME 250 B,1,0,0,0,0,1,0,1,0,0,0,0,1
   model ME 280 B,4,0,0,0,0,4,0,4,0,0,0,0,4
   model ME 280B,1,0,0,0,0,1,0,1,0,0,0,0,1
   model ME12.280,2,0,0,0,0,2,0,2,0,0,0,0,2
   model ME14.280,2,0,0,0,0,2,0,2,0,0,0,0,2
   model ME18.250,1,0,0,0,0,1,0,1,0,0,0,0,1
   model ME220B,6,0,0,0,0,6,0,6,0,0,0,0,6
   model ME280,1,0,0,0,0,1,0,1,0,0,0,0,1
   model ME280B,13,0,0,0,0,13,0,13,0,0,0,0,13
   model MEILLER,1,0,0,0,0,0,1,1,0,0,0,0,1
   model PHOENIX,1,0,0,0,0,1,0,1,0,0,0,0,1
   model PUTZMEISTER TGS 35.420,1,1,0,0,0,0,0,1,0,1,0,0,0
   model ROBOSCAN TGM18.2504X2BB,1,0,0,1,0,0,0,1,0,0,1,0,0
   model SCHORLING,1,0,0,0,0,0,1,1,0,0,0,0,1
   model SCHWING S39SX,1,0,0,0,1,0,0,1,0,0,0,0,1
   model SILENT,28,0,0,0,0,1,27,28,0,0,0,0,28
   model SILENT 27.293,1,0,0,0,0,0,1,1,0,0,0,0,1
   model SKH10000ATT,1,0,0,0,1,0,0,1,0,0,0,1,0
   model TG 310A,2,0,0,0,0,2,0,2,0,0,0,0,2
   model TG 360 A,1,0,0,0,0,1,0,1,0,0,0,0,1
   model TG 410,1,0,0,0,0,1,0,1,0,0,0,0,1
   model TG 410A,1,0,0,0,0,1,0,1,0,0,0,0,1
   model TG 460 A,1,0,0,0,0,1,0,1,0,0,0,0,1
   model TG310A,4,0,0,0,0,4,0,4,0,0,0,0,4
   model TG410A,4,0,0,0,0,4,0,4,0,0,0,0,4
   model TG460A,1,0,0,0,0,1,0,1,0,0,0,0,1
   model TGA,22,0,0,1,12,9,0,22,0,0,0,2,20
   model TGA 18.310,1,0,0,0,0,1,0,1,0,0,0,0,1
   model TGA 18.360,2,0,0,0,0,2,0,2,0,0,0,0,2
   model TGA 26 310,1,0,0,0,1,0,0,1,0,0,0,0,1
   model TGA 26.310,10,0,0,0,1,9,0,10,0,0,0,0,10
   model TGA 26310,1,0,0,0,0,1,0,1,0,0,0,0,1
   model TGA 28.320,1,0,0,0,1,0,0,1,0,0,0,1,0
   model TGA 33.400,1,0,0,0,1,0,0,1,0,0,0,0,1
   model TGA 35.440,1,0,0,0,1,0,0,1,0,0,0,1,0
   model TGA03,4,0,0,3,1,0,0,4,0,0,1,2,1
   model TGA26.310,7,0,0,0,2,5,0,7,0,0,0,0,7
   model TGA26.360 6X2/4 BL,1,0,0,0,1,0,0,1,0,0,0,0,1
   model TGA26.410,2,0,0,0,0,2,0,2,0,0,0,0,2
   model TGA310A,1,0,0,0,0,1,0,1,0,0,0,0,1
   model TGA33.360,1,0,0,0,1,0,0,1,0,0,0,0,1
   model TGA35.400,1,0,0,0,1,0,0,1,0,0,0,1,0
   model TGA35.463,1,0,0,0,0,1,0,1,0,0,0,0,1
   model TGA410,1,0,0,0,0,1,0,1,0,0,0,0,1
   model TGA410A XXL,1,0,0,0,0,1,0,1,0,0,0,0,1
   model TGA42.480,1,0,0,0,1,0,0,1,0,0,0,0,1
   model TGL,29,7,14,4,4,0,0,29,0,20,5,0,4
   model TGL 10.240,1,0,0,0,1,0,0,1,0,0,0,0,1
   model TGL 12.180,4,0,0,3,1,0,0,4,0,0,3,1,0
   model TGL 12.180 4X2BB,2,0,2,0,0,0,0,2,0,1,1,0,0
   model TGL 12.220,3,0,1,2,0,0,0,3,0,0,3,0,0
   model TGL 12.240,4,0,0,0,4,0,0,4,0,0,0,1,3
   model TGL 12.250,1,0,0,1,0,0,0,1,0,0,1,0,0
   model TGL 8.180,5,0,0,0,5,0,0,5,0,0,0,2,3
   model TGL12.180,1,0,0,1,0,0,0,1,0,0,0,1,0
   model TGL12.180 4X2BB,1,0,0,1,0,0,0,1,0,0,1,0,0
   model TGL12.210 4X2BB,1,0,0,0,1,0,0,1,0,0,0,0,1
   model TGL12.250,1,0,0,1,0,0,0,1,0,0,1,0,0
   model TGL8.150,1,0,0,1,0,0,0,1,0,0,1,0,0
   model TGL8.150 4X2BB,1,0,0,1,0,0,0,1,0,0,1,0,0
   model TGL8.180,2,0,0,0,2,0,0,2,0,0,0,2,0
   model TGM,86,50,30,4,2,0,0,86,0,65,18,2,1
   model TGM 12.280,1,0,0,0,1,0,0,1,0,0,0,0,1
   model TGM 13.250,3,0,2,1,0,0,0,3,0,0,3,0,0
   model TGM 13.250 4X4 BB,1,0,1,0,0,0,0,1,0,0,1,0,0
   model TGM 13.250 4X4 BL,1,0,0,1,0,0,0,1,0,0,1,0,0
   model TGM 13.250 4X4BL,1,1,0,0,0,0,0,1,0,1,0,0,0
   model TGM 15.250,2,0,0,2,0,0,0,2,0,0,2,0,0
   model TGM 15.250 4X2 BL,1,0,1,0,0,0,0,1,0,0,1,0,0
   model TGM 15.250 4X2BL,4,0,4,0,0,0,0,4,0,4,0,0,0
   model TGM 18.250,7,1,3,3,0,0,0,7,0,2,3,2,0
   model TGM 18.250 4X2BB,2,0,0,2,0,0,0,2,0,0,2,0,0
   model TGM 18.250 4X2BL,3,0,2,1,0,0,0,3,0,0,3,0,0
   model TGM 18.280 4X2BL,1,0,0,0,1,0,0,1,0,0,0,0,1
   model TGM 18.290,5,0,0,5,0,0,0,5,0,0,5,0,0
   model TGM 18.290 4X2BB,3,0,3,0,0,0,0,3,0,3,0,0,0
   model TGM 18.320,1,1,0,0,0,0,0,1,0,1,0,0,0
   model TGM 18.920,3,0,0,3,0,0,0,3,0,0,3,0,0
   model TGM 26.290,2,0,2,0,0,0,0,2,0,0,2,0,0
   model TGM 26.340,1,0,0,1,0,0,0,1,0,0,0,1,0
   model TGM11900,1,0,1,0,0,0,0,1,0,1,0,0,0
   model TGM13.250,1,0,1,0,0,0,0,1,0,1,0,0,0
   model TGM15.290 4X2BB,1,0,1,0,0,0,0,1,0,0,1,0,0
   model TGM18.250,4,0,0,4,0,0,0,4,0,0,4,0,0
   model TGM18.250 4X4BB,1,0,0,1,0,0,0,1,0,0,1,0,0
   model TGM18.330,2,0,0,0,2,0,0,2,0,0,0,2,0
   model TGM18.920,1,0,1,0,0,0,0,1,0,0,1,0,0
   model TGM26.290,1,0,0,1,0,0,0,1,0,0,0,1,0
   model TGS,121,42,59,14,6,0,0,121,0,89,26,6,0
   model TGS 18.320,1,0,0,1,0,0,0,1,0,0,1,0,0
   model TGS 18.320 4X2BL,3,0,3,0,0,0,0,3,0,3,0,0,0
   model TGS 18.360,3,0,0,2,1,0,0,3,0,0,2,1,0
   model TGS 18.400 4X2,1,0,0,1,0,0,0,1,0,0,1,0,0
   model TGS 26.320,10,0,0,4,6,0,0,10,0,0,2,8,0
   model TGS 26.320 6X4 BB,3,0,3,0,0,0,0,3,0,0,3,0,0
   model TGS 26.360,12,0,1,11,0,0,0,12,0,1,9,2,0
   model TGS 26.400,1,0,1,0,0,0,0,1,0,1,0,0,0
   model TGS 26.400 6X2-4 LL,1,0,1,0,0,0,0,1,0,1,0,0,0
   model TGS 26.440,4,0,1,2,1,0,0,4,0,1,1,2,0
   model TGS 26.480,2,0,1,1,0,0,0,2,0,1,1,0,0
   model TGS 26.500,2,2,0,0,0,0,0,2,0,2,0,0,0
   model TGS 26.540,2,0,0,2,0,0,0,2,0,0,1,1,0
   model TGS 28.320,2,0,0,1,1,0,0,2,0,0,1,1,0
   model TGS 33.360,1,0,1,0,0,0,0,1,0,0,1,0,0
   model TGS 33.400,14,0,1,1,12,0,0,14,0,1,0,13,0
   model TGS 35.360 8X4 BB,1,0,1,0,0,0,0,1,0,0,1,0,0
   model TGS 35.400 8X4 BB,1,0,0,1,0,0,0,1,0,0,1,0,0
   model TGS 35.400 8X4BB,1,0,0,1,0,0,0,1,0,0,1,0,0
   model TGS18.360 4X2BB,1,0,0,1,0,0,0,1,0,0,1,0,0
   model TGS18.400 4X2BL,1,0,0,1,0,0,0,1,0,0,1,0,0
   model TGS26.320,1,0,0,1,0,0,0,1,0,0,1,0,0
   model TGS26.360,2,0,0,2,0,0,0,2,0,0,1,1,0
   model TGS26.360 6X2 BL,1,1,0,0,0,0,0,1,0,1,0,0,0
   model TGS33.360,1,0,0,1,0,0,0,1,0,0,1,0,0
   model TGS33.400,1,0,0,0,1,0,0,1,0,0,0,1,0
   model TGS33.400 6X4BB,1,0,1,0,0,0,0,1,0,1,0,0,0
   model TGS41.440 8X4BB,1,0,0,1,0,0,0,1,0,0,1,0,0
   model TGS41.480,1,0,1,0,0,0,0,1,0,1,0,0,0
   model TGX,4,1,0,3,0,0,0,4,0,1,1,2,0
   model TGX 26.400 6X2-2 LL,1,0,0,1,0,0,0,1,0,0,1,0,0
   model TGX26.360,2,0,0,0,2,0,0,2,0,0,0,2,0
   model TLF 30/30-3 250P,1,0,0,1,0,0,0,1,0,0,0,1,0
   model VALUEPAK,1,0,0,1,0,0,0,1,0,0,0,1,0
   model nespecificat,1732,0,5,327,406,286,708,1732,0,2,140,379,1211
 total marca MAN~,2,0,0,0,1,0,1,2,0,0,0,1,1
   model 12LL,1,0,0,0,0,0,1,1,0,0,0,0,1
   model nespecificat,1,0,0,0,1,0,0,1,0,0,0,1,0
 total marca MARCHETTI,4,0,0,0,2,0,2,4,0,0,0,1,3
   model AUTOGRU,1,0,0,0,0,0,1,1,0,0,0,0,1
   model nespecificat,3,0,0,0,2,0,1,3,0,0,0,1,2
 total marca MATHIEU,2,0,0,0,2,0,0,2,0,0,0,2,0
   model nespecificat,2,0,0,0,2,0,0,2,0,0,0,2,0
 total marca MAZ,14,1,0,0,9,2,2,14,0,1,0,0,13
   model 6312 B3,1,1,0,0,0,0,0,1,0,1,0,0,0
   model DAK KTA25,1,0,0,0,1,0,0,1,0,0,0,0,1
   model nespecificat,12,0,0,0,8,2,2,12,0,0,0,0,12
 total marca MAZDA,27,0,0,0,21,1,5,13,14,0,0,18,9
   model 3 MPS,6,0,0,0,6,0,0,0,6,0,0,6,0
   model 3MPS,7,0,0,0,7,0,0,0,7,0,0,7,0
   model B2500,1,0,0,0,1,0,0,1,0,0,0,0,1
   model BT-50,3,0,0,0,3,0,0,3,0,0,0,1,2
   model BT50,2,0,0,0,2,0,0,2,0,0,0,2,0
   model E 2200,3,0,0,0,0,0,3,3,0,0,0,0,3
   model nespecificat,5,0,0,0,2,1,2,4,1,0,0,2,3
 total marca MC LOUIS,1,0,0,1,0,0,0,1,0,0,0,1,0
   model P700,1,0,0,1,0,0,0,1,0,0,0,1,0
 total marca MCLOUIS,12,1,1,3,5,2,0,12,0,1,3,1,7
   model DUCATO,1,0,0,1,0,0,0,1,0,0,0,1,0
   model FIAT,1,0,0,0,0,1,0,1,0,0,0,0,1
   model M110,3,0,0,0,2,1,0,3,0,0,0,0,3
   model M700,2,0,0,0,2,0,0,2,0,0,0,0,2
   model MC4 373,1,1,0,0,0,0,0,1,0,1,0,0,0
   model MENFIS 3,1,0,1,0,0,0,0,1,0,0,1,0,0
   model NEVIS 873,1,0,0,1,0,0,0,1,0,0,1,0,0
   model P700,1,0,0,0,1,0,0,1,0,0,0,0,1
   model TANDY 650,1,0,0,1,0,0,0,1,0,0,1,0,0
 total marca MERCEDES - BENZ,83,0,2,7,13,26,35,81,1,0,4,11,68
   model 1824,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 209,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 250D,3,0,0,0,0,0,3,3,0,0,0,0,3
   model 250TD,4,0,0,0,0,0,4,4,0,0,0,0,4
   model 300 SD,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 3000 D,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 300D,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 814,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 814D,1,0,0,0,0,0,1,1,0,0,0,0,1
   model 815D,1,0,0,0,0,1,0,1,0,0,0,0,1
   model ACTROS,3,0,0,0,2,1,0,3,0,0,0,1,2
   model ATEGO,4,0,0,0,2,2,0,4,0,0,0,0,4
   model ATEGO 1217,1,0,0,0,0,0,1,1,0,0,0,0,1
   model ATEGO 1218,1,0,0,0,0,1,0,1,0,0,0,0,1
   model ATEGO 1823,1,0,0,0,0,1,0,1,0,0,0,0,1
   model ATEGO 817,1,0,0,0,0,1,0,0,0,0,0,0,1
   model ATEGO1823 L,1,0,0,0,0,1,0,1,0,0,0,0,1
   model AXOR 1829,1,0,0,0,1,0,0,1,0,0,0,0,1
   model C220,1,0,0,0,0,0,1,1,0,0,0,0,1
   model E 230,1,0,0,0,0,0,1,0,1,0,0,0,1
   model E 250 CDI,2,0,0,0,0,0,2,2,0,0,0,0,2
   model E 250 D,2,0,0,0,0,0,2,2,0,0,0,0,2
   model E 270 CDI,14,0,0,0,0,14,0,14,0,0,0,0,14
   model E 290,1,0,0,0,0,0,1,1,0,0,0,0,1
   model E 290 D,1,0,0,0,0,0,1,1,0,0,0,0,1
   model E 290 TD,2,0,0,0,0,0,2,2,0,0,0,0,2
   model E250D,4,0,0,0,0,0,4,4,0,0,0,0,4
   model ECONIC,2,0,0,0,2,0,0,2,0,0,0,2,0
   model ECONIC 2633,1,0,0,0,1,0,0,1,0,0,0,0,1
   model HYMER,1,0,0,0,0,0,1,1,0,0,0,0,1
   model SPRINTER,10,0,0,3,2,4,1,10,0,0,0,3,7
   model SPRINTER 310 CDI,1,0,0,1,0,0,0,1,0,0,1,0,0
   model UNIMOG U 400,1,0,0,0,1,0,0,1,0,0,0,1,0
   model VARIO,1,0,0,0,0,0,1,1,0,0,0,0,1
   model VITO,3,0,2,1,0,0,0,3,0,0,3,0,0
   model VITO 111 CDI,1,0,0,1,0,0,0,1,0,0,0,1,0
   model VITO 111CDI,1,0,0,1,0,0,0,1,0,0,0,1,0
   model VITO 115 CDI,2,0,0,0,2,0,0,2,0,0,0,2,0
   model nespecificat,3,0,0,0,0,0,3,3,0,0,0,0,3
 total marca MERCEDES -BENZ,25,0,0,1,13,5,6,23,2,0,1,10,14
   model 250 D,2,0,0,0,0,0,2,2,0,0,0,0,2
   model ATEGO 815,2,0,0,0,1,1,0,2,0,0,0,0,2
   model E 250D,1,0,0,0,0,0,1,1,0,0,0,0,1
   model E250D,1,0,0,0,0,0,1,1,0,0,0,0,1
   model E270CDI,1,0,0,0,0,1,0,1,0,0,0,0,1
   model E280CDI,1,0,0,0,1,0,0,1,0,0,0,0,1
   model ECONIC,8,0,0,0,8,0,0,8,0,0,0,8,0
